705	13	691
691	18	706
706	19	691
691	18	707
707	19	691
691	18	708
708	19	691
691	18	709
709	19	691
691	18	31
31	19	691
691	18	33
33	19	691
691	18	710
710	19	691
691	18	148
148	19	691
691	18	711
711	19	691
691	18	712
712	19	691
691	18	151
151	19	691
691	18	153
153	19	691
691	18	713
713	19	691
691	18	34
34	19	691
691	18	150
150	19	691
691	18	714
714	19	691
691	18	715
715	19	691
691	18	716
716	19	691
691	18	717
717	19	691
691	18	718
718	19	691
691	18	719
719	19	691
691	18	720
720	19	691
691	18	149
149	19	691
691	18	721
721	19	691
691	18	722
722	19	691
691	18	723
723	19	691
691	18	152
152	19	691
691	18	32
32	19	691
691	18	724
724	19	691
691	18	725
725	19	691
691	18	726
726	19	691
691	18	727
727	19	691
691	18	728
728	19	691
691	78	729
729	79	691
691	78	603
603	79	691
691	78	730
730	79	691
731	94	732
732	95	731
731	76	733
733	77	731
731	76	734
734	77	731
731	76	280
280	77	731
731	78	280
280	79	731
735	10	736
736	11	735
737	14	738
738	15	737
737	32	738
738	33	737
737	74	738
738	75	737
737	6	738
738	7	737
739	26	740
740	27	739
739	38	740
740	39	739
748	8	161
161	9	748
749	4	224
224	5	749
749	44	753
753	45	749
749	44	754
754	45	749
749	44	756
756	45	749
749	36	95
95	37	749
757	8	9
9	9	757
759	8	68
68	9	759
759	8	9
9	9	759
759	8	161
161	9	759
759	122	760
760	123	759
759	2	409
409	3	759
761	60	189
189	61	761
761	62	189
189	63	761
762	58	763
763	59	762
764	8	69
69	9	764
764	8	64
64	9	764
764	8	81
81	9	764
764	8	161
161	9	764
765	8	81
81	9	765
765	8	69
69	9	765
765	2	234
234	3	765
766	10	767
767	11	766
774	90	28
28	91	774
774	14	3
3	15	774
775	26	776
776	27	775
775	4	224
224	5	775
775	38	780
780	39	775
775	38	784
784	39	775
775	38	798
798	39	775
775	38	801
801	39	775
775	8	301
301	9	775
775	8	68
68	9	775
775	8	9
9	9	775
775	8	811
811	9	775
775	8	815
815	9	775
775	8	818
818	9	775
775	8	161
161	9	775
775	8	354
354	9	775
775	8	826
826	9	775
834	44	835
835	45	834
837	8	823
823	9	837
838	10	839
839	11	838
840	98	841
841	99	840
840	98	842
842	99	840
850	26	851
851	27	850
852	8	68
68	9	852
853	120	854
854	121	853
855	8	68
68	9	855
855	8	9
9	9	855
855	8	161
161	9	855
855	8	354
354	9	855
856	4	224
224	5	856
861	10	862
862	11	861
865	96	866
866	97	865
867	8	9
9	9	867
868	8	69
69	9	868
870	44	871
871	45	870
870	2	3
3	3	870
873	10	874
874	11	873
875	10	876
876	11	875
882	8	161
161	9	882
882	8	69
69	9	882
882	16	1
1	17	882
882	14	1
1	15	882
884	8	301
301	9	884
884	8	68
68	9	884
884	8	9
9	9	884
891	8	9
9	9	891
891	8	68
68	9	891
891	8	301
301	9	891
891	8	161
161	9	891
891	8	354
354	9	891
894	44	895
895	45	894
894	44	896
896	45	894
901	8	819
819	9	901
901	14	3
3	15	901
901	2	197
197	3	901
901	88	902
902	89	901
901	88	903
903	89	901
901	88	904
904	89	901
901	88	905
905	89	901
901	88	906
906	89	901
901	88	907
907	89	901
901	88	908
908	89	901
901	88	909
909	89	901
901	88	910
910	89	901
901	88	911
911	89	901
901	88	912
912	89	901
901	88	913
913	89	901
901	88	914
914	89	901
901	88	915
915	89	901
901	88	916
916	89	901
901	88	917
917	89	901
901	88	918
918	89	901
901	88	919
919	89	901
901	88	920
920	89	901
901	88	921
921	89	901
901	88	922
922	89	901
901	88	923
923	89	901
901	88	924
924	89	901
901	88	925
925	89	901
901	88	926
926	89	901
901	88	927
927	89	901
901	88	928
928	89	901
901	88	929
929	89	901
901	88	930
930	89	901
901	88	931
931	89	901
901	88	932
932	89	901
901	88	933
933	89	901
901	88	934
934	89	901
901	88	935
935	89	901
901	88	936
936	89	901
901	88	937
937	89	901
901	88	938
938	89	901
901	88	939
939	89	901
901	88	940
940	89	901
901	88	941
941	89	901
942	8	9
9	9	942
942	8	68
68	9	942
942	8	302
302	9	942
942	8	22
22	9	942
942	8	81
81	9	942
942	8	161
161	9	942
942	8	64
64	9	942
942	8	69
69	9	942
942	8	80
80	9	942
945	4	337
337	5	945
945	36	946
946	37	945
945	36	95
95	37	945
945	108	947
947	109	945
949	28	950
950	29	949
949	0	950
950	1	949
953	16	927
927	17	953
956	10	957
957	11	956
960	14	740
740	15	960
961	10	962
962	11	961
963	40	964
964	41	963
974	14	851
851	15	974
16	14	979
979	15	16
988	8	9
9	9	988
993	8	161
161	9	993
993	8	69
69	9	993
993	8	81
81	9	993
993	8	64
64	9	993
993	6	162
162	7	993
993	6	250
250	7	993
994	8	161
161	9	994
995	8	68
68	9	995
995	8	354
354	9	995
1000	28	1001
1001	29	1000
1000	0	1001
1001	1	1000
1002	10	1003
1003	11	1002
1004	6	890
890	7	1004
1006	10	1007
1007	11	1006
1008	8	68
68	9	1008
1008	8	9
9	9	1008
1008	8	161
161	9	1008
1008	8	354
354	9	1008
1008	108	1013
1013	109	1008
1008	88	1015
1015	89	1008
1016	10	1017
1017	11	1016
1020	2	3
3	3	1020
1027	8	9
9	9	1027
1028	8	1029
1029	9	1028
1028	8	1030
1030	9	1028
1033	10	1034
1034	11	1033
1040	22	678
678	23	1040
1041	36	95
95	37	1041
1043	98	1044
1044	99	1043
1045	130	760
760	131	1045
1045	96	1047
1047	97	1045
1050	8	68
68	9	1050
1050	8	9
9	9	1050
1050	8	161
161	9	1050
1053	54	1054
1054	55	1053
1061	6	1062
1062	7	1061
1064	2	1065
1065	3	1064
1066	10	156
156	11	1066
1069	60	188
188	61	1069
1069	60	189
189	61	1069
1069	62	188
188	63	1069
1069	62	189
189	63	1069
1069	132	583
583	133	1069
1069	132	1074
1074	133	1069
1069	64	1078
1078	65	1069
1069	64	1080
1080	65	1069
1086	36	95
95	37	1086
1090	60	189
189	61	1090
1090	62	189
189	63	1090
1093	26	1094
1094	27	1093
1093	14	1095
1095	15	1093
1093	74	1095
1095	75	1093
1093	6	1096
1096	7	1093
1097	26	1047
1047	27	1097
1102	10	1103
1103	11	1102
1104	16	315
315	17	1104
1105	10	1106
1106	11	1105
1111	40	1115
1115	41	1111
1111	40	1116
1116	41	1111
1118	10	1119
1119	11	1118
1120	14	537
537	15	1120
1121	98	1122
1122	99	1121
1121	98	1123
1123	99	1121
1121	98	1124
1124	99	1121
1121	44	1123
1123	45	1121
1121	44	1125
1125	45	1121
1121	44	1126
1126	45	1121
1121	44	1127
1127	45	1121
1121	44	1124
1124	45	1121
1130	60	188
188	61	1130
1130	60	189
189	61	1130
1130	62	189
189	63	1130
1141	82	294
294	83	1141
1142	10	1143
1143	11	1142
1146	52	918
918	53	1146
1146	52	1147
1147	53	1146
1151	116	1014
1014	117	1151
1151	32	196
196	33	1151
1153	26	1154
1154	27	1153
1155	10	1156
1156	11	1155
1169	84	1170
1170	85	1169
1174	118	598
598	119	1174
1175	8	161
161	9	1175
1176	8	9
9	9	1176
1176	8	68
68	9	1176
1176	8	161
161	9	1176
1176	136	1177
1177	137	1176
1183	8	9
9	9	1183
1184	36	95
95	37	1184
1187	26	1188
1188	27	1187
1189	8	811
811	9	1189
1194	84	1195
1195	85	1194
1196	10	1197
1197	11	1196
1201	2	135
135	3	1201
1203	8	68
68	9	1203
1203	8	89
89	9	1203
1203	8	161
161	9	1203
1203	8	69
69	9	1203
1203	8	64
64	9	1203
1203	2	601
601	3	1203
1204	8	68
68	9	1204
1207	14	135
135	15	1207
1208	36	1209
1209	37	1208
1210	2	3
3	3	1210
1219	8	68
68	9	1219
1219	8	9
9	9	1219
1219	8	161
161	9	1219
1219	8	1220
1220	9	1219
1221	36	95
95	37	1221
1225	36	95
95	37	1225
1225	8	161
161	9	1225
1227	4	337
337	5	1227
1237	22	670
670	23	1237
1237	2	135
135	3	1237
1243	96	1244
1244	97	1243
1250	48	143
143	49	1250
1250	50	143
143	51	1250
1250	56	1216
1216	57	1250
1250	60	188
188	61	1250
1250	62	1251
1251	63	1250
1250	62	188
188	63	1250
1256	44	1265
1265	45	1256
851	26	1269
1269	27	851
851	38	1291
1291	39	851
851	38	850
850	39	851
851	38	266
266	39	851
851	38	1307
1307	39	851
851	38	1309
1309	39	851
851	38	1311
1311	39	851
851	38	1313
1313	39	851
851	38	974
974	39	851
851	38	1322
1322	39	851
851	60	188
188	61	851
851	60	189
189	61	851
851	62	188
188	63	851
851	62	189
189	63	851
851	28	1329
1329	29	851
851	64	1331
1331	65	851
851	2	1291
1291	3	851
851	2	974
974	3	851
851	6	974
974	7	851
851	0	850
850	1	851
851	0	1336
1336	1	851
851	0	1329
1329	1	851
851	0	1338
1338	1	851
851	0	1339
1339	1	851
851	0	1341
1341	1	851
1346	8	1220
1220	9	1346
1346	8	161
161	9	1346
1347	10	73
73	11	1347
1350	14	1351
1351	15	1350
1350	142	189
189	143	1350
1350	32	1355
1355	33	1350
1350	32	1356
1356	33	1350
1357	6	670
670	7	1357
1362	10	1363
1363	11	1362
1367	22	1368
1368	23	1367
1367	6	1369
1369	7	1367
1370	6	1371
1371	7	1370
1372	84	1373
1373	85	1372
1376	66	1377
1377	67	1376
1376	68	1378
1378	69	1376
1376	132	583
583	133	1376
1376	132	1379
1379	133	1376
1376	100	1076
1076	101	1376
1380	26	1381
1381	27	1380
1382	8	68
68	9	1382
1382	8	160
160	9	1382
1382	8	9
9	9	1382
1382	8	22
22	9	1382
1382	8	161
161	9	1382
1382	8	69
69	9	1382
1382	8	64
64	9	1382
1382	8	81
81	9	1382
1382	2	3
3	3	1382
1386	40	1387
1387	41	1386
1392	70	1393
1393	71	1392
1396	10	1397
1397	11	1396
1408	8	161
161	9	1408
1409	10	1410
1410	11	1409
1411	12	1417
1417	13	1411
1411	130	760
760	131	1411
1424	10	1425
1425	11	1424
1428	32	1429
1429	33	1428
1428	74	1429
1429	75	1428
1428	6	1429
1429	7	1428
1430	14	784
784	15	1430
1430	14	1432
1432	15	1430
1430	14	1433
1433	15	1430
1430	14	687
687	15	1430
1430	14	1436
1436	15	1430
1437	10	499
499	11	1437
1438	38	1317
1317	39	1438
1438	12	13
13	13	1438
1438	8	302
302	9	1438
1438	8	301
301	9	1438
1438	8	9
9	9	1438
1438	8	303
303	9	1438
1438	8	22
22	9	1438
1438	8	89
89	9	1438
1438	8	520
520	9	1438
1438	8	81
81	9	1438
1438	8	161
161	9	1438
1438	8	823
823	9	1438
1438	8	1012
1012	9	1438
1438	8	64
64	9	1438
1438	8	80
80	9	1438
1438	8	304
304	9	1438
1438	8	1439
1439	9	1438
1438	8	69
69	9	1438
1438	2	3
3	3	1438
1445	10	1446
1446	11	1445
1447	8	89
89	9	1447
1452	22	1453
1453	23	1452
1452	2	1454
1454	3	1452
1458	14	3
3	15	1458
1459	100	1462
1462	101	1459
1465	8	68
68	9	1465
1465	8	1030
1030	9	1465
1465	8	1466
1466	9	1465
1465	8	161
161	9	1465
1467	10	1468
1468	11	1467
1473	10	1474
1474	11	1473
1475	22	1480
1480	23	1475
1483	6	409
409	7	1483
1484	10	1485
1485	11	1484
1490	60	188
188	61	1490
1494	10	1495
1495	11	1494
1503	20	1504
1504	21	1503
1509	10	1510
1510	11	1509
1515	44	1519
1519	45	1515
1515	44	1523
1523	45	1515
1515	44	1532
1532	45	1515
1515	44	1538
1538	45	1515
1515	44	1539
1539	45	1515
1545	10	1546
1546	11	1545
1547	98	1548
1548	99	1547
1547	44	1549
1549	45	1547
1547	44	1550
1550	45	1547
1552	10	1553
1553	11	1552
1555	6	1556
1556	7	1555
1557	70	1393
1393	71	1557
1562	8	1563
1563	9	1562
1564	22	315
315	23	1564
1565	10	1566
1566	11	1565
1580	10	1581
1581	11	1580
1586	144	1587
1587	145	1586
1586	144	1590
1590	145	1586
1592	70	1393
1393	71	1592
1593	44	1594
1594	45	1593
1595	60	189
189	61	1595
1595	62	189
189	63	1595
1596	60	188
188	61	1596
1598	8	9
9	9	1598
1601	10	1602
1602	11	1601
1611	8	302
302	9	1611
1611	8	89
89	9	1611
1611	8	22
22	9	1611
1611	8	303
303	9	1611
1611	8	301
301	9	1611
1611	8	68
68	9	1611
1611	8	9
9	9	1611
1611	8	521
521	9	1611
1611	8	81
81	9	1611
1611	8	353
353	9	1611
1611	8	823
823	9	1611
1611	8	354
354	9	1611
1611	8	826
826	9	1611
1611	8	80
80	9	1611
1611	8	161
161	9	1611
1611	8	69
69	9	1611
1611	8	827
827	9	1611
1611	8	64
64	9	1611
1611	8	828
828	9	1611
1612	12	13
13	13	1612
1612	12	444
444	13	1612
1612	12	695
695	13	1612
1619	8	68
68	9	1619
1619	8	9
9	9	1619
1619	8	161
161	9	1619
1619	8	354
354	9	1619
1620	36	95
95	37	1620
1621	98	1622
1622	99	1621
1621	44	1622
1622	45	1621
1629	36	95
95	37	1629
1633	8	9
9	9	1633
1633	8	68
68	9	1633
1633	8	161
161	9	1633
1634	60	188
188	61	1634
1638	8	161
161	9	1638
1642	10	1643
1643	11	1642
1646	4	1647
1647	5	1646
1648	144	1587
1587	145	1648
1653	22	1062
1062	23	1653
1653	14	1062
1062	15	1653
1656	58	1657
1657	59	1656
1656	100	1658
1658	101	1656
1665	148	68
68	149	1665
1665	148	9
9	149	1665
1665	148	161
161	149	1665
1668	2	234
234	3	1668
1668	6	162
162	7	1668
1672	24	1673
1673	25	1672
1672	12	13
13	13	1672
1674	110	1676
1676	111	1674
1683	14	135
135	15	1683
1685	10	1686
1686	11	1685
1687	0	1690
1690	1	1687
1700	24	1673
1673	25	1700
1703	120	1704
1704	121	1703
1703	62	189
189	63	1703
1703	62	188
188	63	1703
1707	44	1708
1708	45	1707
1713	8	64
64	9	1713
1713	2	3
3	3	1713
1720	48	1721
1721	49	1720
1720	60	188
188	61	1720
1720	60	189
189	61	1720
1720	62	189
189	63	1720
1736	10	1737
1737	11	1736
1741	8	161
161	9	1741
1746	98	1748
1748	99	1746
1746	44	1748
1748	45	1746
1753	8	64
64	9	1753
1753	148	351
351	149	1753
1753	148	524
524	149	1753
1753	148	352
352	149	1753
1753	148	1754
1754	149	1753
1755	10	1756
1756	11	1755
1761	8	68
68	9	1761
1761	14	1433
1433	15	1761
1763	54	1765
1765	55	1763
1766	54	1767
1767	55	1766
1768	88	1769
1769	89	1768
1770	8	161
161	9	1770
1772	10	1773
1773	11	1772
1388	40	1784
1784	41	1388
1388	40	1799
1799	41	1388
1388	40	1801
1801	41	1388
1388	40	1809
1809	41	1388
1388	40	1816
1816	41	1388
1388	40	1823
1823	41	1388
1388	40	1830
1830	41	1388
1388	40	1842
1842	41	1388
1388	40	1843
1843	41	1388
1388	40	1116
1116	41	1388
1388	40	1862
1862	41	1388
1388	40	1865
1865	41	1388
1388	40	1869
1869	41	1388
1388	40	1870
1870	41	1388
1388	40	1871
1871	41	1388
1388	40	1879
1879	41	1388
1388	40	1880
1880	41	1388
1388	40	1905
1905	41	1388
1388	40	1908
1908	41	1388
1388	40	1920
1920	41	1388
1388	40	1924
1924	41	1388
1388	40	1933
1933	41	1388
1388	40	1115
1115	41	1388
1388	40	1937
1937	41	1388
1388	40	1941
1941	41	1388
1388	40	1943
1943	41	1388
1388	40	1962
1962	41	1388
1388	40	1967
1967	41	1388
1388	40	1972
1972	41	1388
1388	40	1987
1987	41	1388
1388	40	1988
1988	41	1388
1388	40	1995
1995	41	1388
1388	40	2001
2001	41	1388
1388	6	2002
2002	7	1388
501	40	2009
2009	41	501
501	40	2010
2010	41	501
501	40	2012
2012	41	501
501	40	2014
2014	41	501
501	40	2015
2015	41	501
501	40	2021
2021	41	501
501	40	1387
1387	41	501
501	40	2037
2037	41	501
501	40	108
108	41	501
2045	44	2046
2046	45	2045
2047	2	3
3	3	2047
2048	60	188
188	61	2048
2054	36	95
95	37	2054
2054	8	68
68	9	2054
2054	8	9
9	9	2054
2054	8	161
161	9	2054
2063	8	161
161	9	2063
2066	98	2068
2068	99	2066
2066	44	2069
2069	45	2066
2066	44	2072
2072	45	2066
2066	44	2074
2074	45	2066
2066	44	2077
2077	45	2066
2066	44	2083
2083	45	2066
2066	44	2084
2084	45	2066
2066	44	2087
2087	45	2066
2066	44	2088
2088	45	2066
2066	44	2090
2090	45	2066
2066	44	2100
2100	45	2066
2104	10	2105
2105	11	2104
2106	22	1062
1062	23	2106
2123	10	2124
2124	11	2123
2135	98	2138
2138	99	2135
2141	10	2142
2142	11	2141
2149	60	188
188	61	2149
2149	60	189
189	61	2149
2149	62	188
188	63	2149
2149	62	189
189	63	2149
2149	64	760
760	65	2149
2150	14	1327
1327	15	2150
1269	26	2155
2155	27	1269
1269	26	266
266	27	1269
1269	26	2156
2156	27	1269
1269	26	2157
2157	27	1269
1269	26	2158
2158	27	1269
1269	26	2159
2159	27	1269
1269	26	2160
2160	27	1269
1269	26	851
851	27	1269
1269	26	2161
2161	27	1269
1269	26	2162
2162	27	1269
1269	26	2163
2163	27	1269
1269	26	2164
2164	27	1269
1269	26	2165
2165	27	1269
1269	26	2166
2166	27	1269
1269	26	2167
2167	27	1269
1269	26	2168
2168	27	1269
1269	38	266
266	39	1269
1269	38	1662
1662	39	1269
1269	38	2169
2169	39	1269
1269	38	2170
2170	39	1269
1269	38	2164
2164	39	1269
1269	38	2171
2171	39	1269
1269	12	13
13	13	1269
2172	10	2173
2173	11	2172
2181	8	68
68	9	2181
2184	8	301
301	9	2184
2184	8	9
9	9	2184
2184	8	68
68	9	2184
2184	8	354
354	9	2184
2189	98	2190
2190	99	2189
2193	8	68
68	9	2193
2193	8	9
9	9	2193
2193	8	161
161	9	2193
933	8	68
68	9	933
933	8	9
9	9	933
933	8	161
161	9	933
933	88	901
901	89	933
2197	6	162
162	7	2197
2197	6	7
7	7	2197
2198	10	2199
2199	11	2198
2207	10	2208
2208	11	2207
2209	8	64
64	9	2209
2228	54	2229
2229	55	2228
2228	54	2230
2230	55	2228
2228	54	2231
2231	55	2228
2234	44	2235
2235	45	2234
2240	54	1054
1054	55	2240
2241	98	2242
2242	99	2241
2241	44	2242
2242	45	2241
2243	8	9
9	9	2243
2243	8	68
68	9	2243
2243	8	161
161	9	2243
2247	6	162
162	7	2247
2247	6	250
250	7	2247
2249	10	2250
2250	11	2249
2256	8	161
161	9	2256
2257	8	9
9	9	2257
2257	8	68
68	9	2257
2257	8	161
161	9	2257
2258	98	2260
2260	99	2258
2258	44	2262
2262	45	2258
2264	10	2265
2265	11	2264
2268	160	1047
1047	161	2268
2269	20	1504
1504	21	2269
2269	84	317
317	85	2269
2270	162	2271
2271	163	2270
2276	10	2277
2277	11	2276
2278	8	68
68	9	2278
2278	8	161
161	9	2278
2279	8	1466
1466	9	2279
2279	2	3
3	3	2279
2282	8	1030
1030	9	2282
2283	10	2284
2284	11	2283
2287	26	2288
2288	27	2287
2289	4	224
224	5	2289
2289	2	729
729	3	2289
2300	22	1062
1062	23	2300
2300	2	1062
1062	3	2300
2308	8	161
161	9	2308
2310	78	2311
2311	79	2310
2316	12	487
487	13	2316
2316	2	3
3	3	2316
2317	36	95
95	37	2317
2318	96	1244
1244	97	2318
2319	0	2320
2320	1	2319
2329	26	2330
2330	27	2329
2329	74	2331
2331	75	2329
2329	6	2331
2331	7	2329
2334	10	2335
2335	11	2334
2336	2	3
3	3	2336
2337	8	64
64	9	2337
2337	2	3
3	3	2337
2337	6	162
162	7	2337
2340	8	351
351	9	2340
2341	44	2342
2342	45	2341
2344	96	595
595	97	2344
2344	96	775
775	97	2344
2345	10	2346
2346	11	2345
2351	8	9
9	9	2351
2351	8	161
161	9	2351
2352	20	2353
2353	21	2352
2352	14	2354
2354	15	2352
2352	32	2354
2354	33	2352
2352	74	2354
2354	75	2352
2352	6	2354
2354	7	2352
2355	8	161
161	9	2355
2355	88	189
189	89	2355
2358	10	2359
2359	11	2358
2362	10	2363
2363	11	2362
2373	10	2374
2374	11	2373
2375	14	2376
2376	15	2375
2378	0	2379
2379	1	2378
2384	10	2385
2385	11	2384
2390	8	9
9	9	2390
2390	8	68
68	9	2390
2390	8	22
22	9	2390
2390	8	81
81	9	2390
2390	8	161
161	9	2390
2390	8	823
823	9	2390
2390	8	69
69	9	2390
2390	8	64
64	9	2390
2390	8	80
80	9	2390
2390	8	2391
2391	9	2390
2392	10	2393
2393	11	2392
2394	54	1054
1054	55	2394
2395	8	161
161	9	2395
2395	14	2396
2396	15	2395
2399	8	9
9	9	2399
2399	8	89
89	9	2399
2399	8	81
81	9	2399
2399	8	64
64	9	2399
2399	8	69
69	9	2399
2399	8	823
823	9	2399
2399	2	3
3	3	2399
2399	6	162
162	7	2399
2408	10	2409
2409	11	2408
2412	8	161
161	9	2412
2412	8	69
69	9	2412
2419	116	579
579	117	2419
2419	116	1014
1014	117	2419
2420	8	9
9	9	2420
2422	84	2423
2423	85	2422
2424	10	2425
2425	11	2424
2427	8	9
9	9	2427
2427	8	68
68	9	2427
2427	8	161
161	9	2427
2428	8	302
302	9	2428
2428	8	9
9	9	2428
2428	8	2429
2429	9	2428
2430	10	2431
2431	11	2430
2434	98	2435
2435	99	2434
2434	44	2435
2435	45	2434
2437	8	68
68	9	2437
2437	8	2440
2440	9	2437
2437	8	351
351	9	2437
2437	8	2442
2442	9	2437
2437	8	356
356	9	2437
2437	8	1754
1754	9	2437
2437	8	1220
1220	9	2437
2437	8	161
161	9	2437
2437	8	826
826	9	2437
2448	98	2449
2449	99	2448
2454	98	2455
2455	99	2454
2459	2	2462
2462	3	2459
2464	8	301
301	9	2464
2464	8	68
68	9	2464
2464	8	9
9	9	2464
2464	8	1220
1220	9	2464
2464	8	161
161	9	2464
2464	8	354
354	9	2464
2464	8	826
826	9	2464
2472	34	2475
2475	35	2472
2477	10	2478
2478	11	2477
2479	8	9
9	9	2479
2479	8	161
161	9	2479
2487	10	2488
2488	11	2487
2489	22	670
670	23	2489
2489	2	135
135	3	2489
2489	6	670
670	7	2489
2490	22	2491
2491	23	2490
2494	8	9
9	9	2494
2498	20	414
414	21	2498
2499	10	2500
2500	11	2499
2501	20	414
414	21	2501
2504	86	2505
